(21909,11967)
(29041,29815)
(10500,13743)
(10022,2314)
(2673,29494)
(2928,16085)
(5466,20707)
(28013,17676)
(9836,14786)
(18641,12833)
(7590,25574)
(14637,14835)
(3004,22597)
(12914,5187)
(20153,11465)
(8881,10087)
(25065,9379)
(24868,19266)
(25846,10979)
(3698,14451)
(7761,23365)
(18991,30669)
(31955,3406)
(24994,26119)
(23717,5528)
(23500,8117)
(4957,12651)
(1701,26999)
(1897,20620)
(27049,26737)
(22193,12634)
(16787,16123)
(20600,790)
(26985,24985)
(18051,643)
(21688,14381)
(31102,17583)
(32545,24427)
(9371,9232)
(29972,7822)
(27772,978)
(23004,25929)
(13651,23920)
(3804,26113)
(9288,19586)
(24600,8249)
(20507,3286)
(23031,28494)
(25866,7873)
(11335,29028)
(16373,1463)
(16001,23200)
(17600,21786)
(22862,2200)
(29689,32592)
(2379,27143)
(954,6936)
(7945,3782)
(32721,4894)
(28761,29687)
(13599,29645)
(16070,24707)
(27710,19300)
(26466,26056)
(14183,20556)
(16326,22667)
(22418,16809)
(17492,22068)
(31966,13871)
(31679,10810)
(26164,19766)
(13262,10204)
(9255,30225)
(31580,19474)
(799,16796)
(32164,15299)
(24759,29205)
(8891,29240)
(28771,15661)
(6494,13265)
(13142,29790)
(11758,6390)
(10147,1918)
(4793,17745)
(29346,5525)
(32123,7994)
(2709,32748)
(15909,7027)
(9099,13158)
(13020,28950)
(25477,7187)
(15685,18891)
(8664,30467)
(7424,16958)
(13778,30296)
(21362,20177)
(6304,27551)
(29896,22670)
(24175,27745)
(2616,9823)
(19154,9460)
(27018,26241)
(1124,19863)
(9688,27702)
(11182,30143)
(32146,30138)
(22859,6571)
(27076,3705)
(18249,13886)
(12956,24959)
(10707,20238)
(11559,4144)
(31501,6841)
(1627,24889)
(15936,18808)
(16218,23494)
(32311,6646)
(16117,8950)
(2793,12386)
(7279,9611)
(14936,25538)
(1924,30183)
(12472,30091)
(29098,24116)
(29652,26479)
(23703,1250)
(19886,25463)
(29187,13654)
(16997,27217)
(18607,8416)
(7516,15339)
(31398,11246)
(22937,11841)
(28867,7040)
(26987,26227)
(1907,14044)
(8528,10266)
(28860,12675)
(18965,11996)
(30591,29027)
(7743,17982)
(2042,1358)
(13994,5050)
(8592,24491)
(10864,18194)
(5581,10604)
(26124,9443)
(14501,16704)
(32192,8061)
(26108,15113)
(32564,29170)
(108,29584)
(1631,29037)
(19778,3191)
(6570,2245)
(20937,25712)
(4435,4690)
(5580,24493)
(3600,1024)
(28502,5272)
(17142,8609)
(15292,12483)
(5784,10632)
(10717,10786)
(24435,12115)
(31145,4216)
(16266,6408)
(21728,4879)
(25421,29284)
(9500,3756)
(10175,2671)
(2834,14274)
(27608,3924)
(23317,13542)
(4392,7280)
(17116,15747)
(28606,28329)
(31876,4303)
(16712,13057)
(13016,22781)
(18300,9066)
(31441,20149)
(12726,26077)
(1625,12481)
(1506,24998)
(29780,25609)
(4252,32514)
(25057,20417)
(8342,1259)
(8413,18913)
(4410,2355)
(14250,10197)
(26769,9936)
(3630,18294)
(3172,28279)
(27678,9274)
(21153,17772)
(11388,19623)
(28927,9880)
(19038,19470)
(4069,31196)
(10994,23669)
(1161,30117)
(18623,29909)
(30293,16064)
(9261,1926)
(29582,14960)
(7496,1271)
(14647,18110)
(6849,30370)
(12851,19729)
(8757,17983)
(29099,25342)
(17842,1336)
(11439,28001)
(2680,18526)
(30496,31149)
(11516,27610)
(18381,16768)
(26163,21350)
(2012,3195)
(5644,31421)
(12652,25680)
(30527,27215)
(16760,20252)
(16453,25658)
(254,1016)
(21927,23926)
(26977,19914)
(29052,5967)
(10253,4194)
(25645,27929)
(1369,9154)
(21116,10783)
(12977,31164)
(5317,31708)
(17396,16835)
(7043,21614)
(22555,32507)
(32021,20807)
(13596,17554)
(4291,31270)
(23309,3155)
(15100,27717)
(21133,23416)
(20193,17876)
(14944,10688)
(10504,26023)
(22617,16066)
(26489,21292)
(12669,31105)
(25341,25247)
(28005,13888)
(19865,27009)
(2276,18072)
(6741,5958)
(7146,12231)
(4673,17998)
(13992,9035)
(15034,22806)
(6645,26032)
(28906,30640)
(20209,6054)
(24206,16752)
(25064,5462)
(11260,18153)
(17529,24566)
(4964,24599)
(6903,17819)
(14678,13022)
(30991,15183)
(28292,32179)
(20907,7524)
(16074,31386)
(7703,18952)
(29035,28240)
(98,18969)
(24222,14281)
(25864,31802)
(15945,29661)
(26573,30246)
(21516,2366)
(32748,4164)
(7297,12461)
(14193,20348)
(24514,19821)
(29156,8522)
(19756,10744)
(1575,7696)
(1123,27890)
(12193,17841)
(12182,23131)
(6813,27227)
(4869,13576)
(4076,15780)
(13760,21588)
(978,13273)
(1969,16915)
(3104,12690)
(10460,29895)
(413,14218)
(13798,31255)
(20650,174)
(15828,9596)
(15654,18036)
(17686,5950)
(7568,8046)
(31172,12191)
(20843,11295)
(32039,16981)
(30439,1549)
(26235,7742)
(9149,9495)
(25331,15696)
(9563,12041)
(5886,12495)
(3137,25966)
(9417,7618)
(1707,9638)
(31749,23975)
(20080,12088)
(22250,5990)
(11818,9321)
(2172,25732)
(24983,30989)
(13,22169)
(21823,17309)
(9731,28932)
(2391,9354)
(30171,27357)
(7142,14289)
(31086,19755)
(15910,17616)
(2419,16727)
(6445,8279)
(30534,9185)
(26060,29955)
(1000,12114)
(15288,26055)
(18502,21362)
(23527,16076)
(29374,3258)
(31293,10363)
(32223,20492)
(19048,4312)
(17520,24226)
(21513,16145)
(5812,5701)
(21012,17750)
(13549,4543)
(8569,17644)
(21279,11666)
(772,14461)
(2582,17642)
(13441,14515)
(22954,15057)
(9509,28421)
(8258,9122)
(18729,10960)
(11159,8896)
(20664,19625)
(18107,20615)
(17931,31730)
(26969,15491)
(22227,23211)
(27710,24544)
(19671,11147)
(26392,5154)
(31198,7759)
(7038,25111)
(6863,13907)
(4401,15625)
(30231,32607)
(18338,32311)
(14667,1219)
(8372,13447)
(23054,16038)
(26818,7285)
(32310,27035)
(8164,21583)
(12074,31861)
(26734,8356)
(23694,12381)
(16058,21754)
(29219,20257)
(24104,13503)
(1256,15311)
(30562,24706)
(23430,27011)
(7141,9059)
(21994,13437)
(701,13512)
(30772,20854)
(2703,16978)
(7376,18228)
(7389,22032)
(4578,9821)
(22150,27890)
(9704,29577)
(6540,20864)
(26523,30618)
(27674,3787)
(7445,27216)
(18630,4004)
(13881,11032)
(17427,15885)
(15952,31781)
(11066,14061)
(4336,29634)
(42,26120)
(22050,6119)
(30413,7725)
(2499,22538)
(22413,433)
(4651,22839)
(27415,20253)
(10765,18531)
(21342,26148)
(8606,9982)
(30179,6360)
(15098,17863)
(23349,7453)
(9667,25060)
(10163,12893)
(24075,6194)
(4505,20349)
(29300,8922)
(30779,27920)
(30101,5413)
(139,16331)
(7840,2449)
(23265,30521)
(23874,30244)
(5628,21680)
(25803,6912)
(9028,11908)
(29327,16184)
(28753,13178)
(21388,12258)
(14769,640)
(27981,13677)
(31462,27291)
(19982,29493)
(8111,26400)
(2080,25941)
(23177,11303)
(23695,28860)
(17524,22333)
(30979,14724)
(10746,6233)
(19684,13183)
(10606,26386)
(14785,8466)
(1650,6158)
(8947,29766)
(22203,26302)
(8317,17948)
(27673,18248)
(22839,22561)
(8113,5317)
(18476,21571)
(25229,28589)
(28992,16099)
(14168,24719)
(18710,20267)
(31074,4870)
(21552,8610)
(5355,15592)
(16728,30973)
(5277,1472)
(831,313)
(10330,639)
(11621,18662)
(2360,6510)
(6200,25798)
(24266,25191)
(4224,29078)
(2466,22341)
(5626,26668)
(30483,26777)
(27971,30658)
